epoch,loss,loss_contrastive_divergence,loss_regularization,lr-Adam,metrics_avg_fake,metrics_avg_real,step,val_contrastive_divergence,val_real_out
,,,,0.0001,,,0,,
0,-0.11341489851474762,-0.14728865027427673,0.03387375548481941,,0.31910109519958496,0.4663897454738617,49,,
0,-0.053116392344236374,-0.0827794075012207,0.02966301515698433,,0.32668036222457886,0.40945976972579956,99,,
0,-0.02627132460474968,-0.03035750985145569,0.004086185246706009,,0.11532385647296906,0.14568136632442474,149,,
0,-0.04573321342468262,-0.055432260036468506,0.00969904474914074,,0.16230568289756775,0.21773794293403625,199,,
0,-0.04001004621386528,-0.05789561569690704,0.017885569483041763,,0.2336798757314682,0.29157549142837524,249,,
0,-0.01959245651960373,-0.028596967458724976,0.009004511870443821,,0.16208231449127197,0.19067928194999695,299,,
0,-0.029508335515856743,-0.03546687215566635,0.005958536174148321,,0.06763561815023422,0.10310249030590057,349,,
0,-0.02554318867623806,-0.028660766780376434,0.0031175788026303053,,-0.04689054936170578,-0.018229782581329346,399,,
0,0.00720223318785429,0.005885830149054527,0.001316402805969119,,-0.01699972338974476,-0.022885553538799286,449,,
0,,,,,-1.1065752506256104,,467,-1.1988407373428345,0.09226539731025696
,,,,9.7e-05,,,468,,
1,-0.027451055124402046,-0.030429963022470474,0.002978907898068428,,0.027795199304819107,0.05822516232728958,499,,
1,-0.011025069281458855,-0.013233892619609833,0.0022088231053203344,,0.051555633544921875,0.06478952616453171,549,,
1,0.011957052163779736,0.01060151681303978,0.0013555356999859214,,0.0720205157995224,0.06141899898648262,599,,
1,-0.004588271491229534,-0.00625775009393692,0.001669478602707386,,0.06919948011636734,0.07545723021030426,649,,
1,-0.007053608540445566,-0.008027583360671997,0.00097397476201877,,0.03769835829734802,0.04572594165802002,699,,
1,-0.007558627054095268,-0.00850488618016243,0.0009462591260671616,,-0.04715085029602051,-0.03864596411585808,749,,
1,-0.007437647320330143,-0.008383899927139282,0.0009462524321861565,,0.05164363235235214,0.060027532279491425,799,,
1,-0.005955041851848364,-0.006783794611692429,0.0008287529344670475,,-0.052408698946237564,-0.045624904334545135,849,,
1,0.0032257467973977327,0.003126659896224737,9.908683568937704e-05,,0.002320932224392891,-0.0008057275554165244,899,,
1,,,,,-2.144552707672119,,935,-2.1644439697265625,0.019891496747732162
,,,,9.409e-05,,,936,,
2,-0.002347846981137991,-0.0028378795832395554,0.0004900325438939035,,0.024976296350359917,0.027814175933599472,949,,
2,-0.0035846487153321505,-0.004060400649905205,0.00047575190546922386,,-0.02828081324696541,-0.024220412597060204,999,,
2,0.005284767132252455,0.005164097063243389,0.00012067004718119279,,-0.002083152998238802,-0.007247250061482191,1049,,
2,0.00054368213750422,0.00024239905178546906,0.0003012830566149205,,0.028235746547579765,0.027993347495794296,1099,,
2,-0.0026783987414091825,-0.00285309087485075,0.00017469204613007605,,0.012231345288455486,0.015084436163306236,1149,,
2,0.0006303949630819261,0.0004201047122478485,0.00021029026538599283,,0.01728215627372265,0.0168620515614748,1199,,
2,-0.0020736679434776306,-0.0024561695754528046,0.00038250157376751304,,0.03256447985768318,0.035020649433135986,1249,,
2,-0.0017317641759291291,-0.0018855975940823555,0.0001538333744974807,,-0.014307662844657898,-0.012422065250575542,1299,,
2,0.003717060899361968,0.0035988446325063705,0.00011821632506325841,,-0.016992906108498573,-0.020591750741004944,1349,,
2,-0.0005225087516009808,-0.0007008872926235199,0.0001783785264706239,,0.017568856477737427,0.018269743770360947,1399,,
2,,,,,-2.7072088718414307,,1403,-2.7260048389434814,0.018795138224959373
,,,,9.12673e-05,,,1404,,
3,-0.0010236891685053706,-0.0011786911636590958,0.00015500200970564038,,0.003932703752070665,0.005111394915729761,1449,,
3,-0.001642699004150927,-0.0017515211366117,0.0001088220888050273,,-0.0038588140159845352,-0.002107292879372835,1499,,
3,-0.0010128467110916972,-0.0012367330491542816,0.00022388632351066917,,0.02385786548256874,0.025094598531723022,1549,,
3,0.0009660439100116491,0.000612577423453331,0.0003534664574544877,,-0.025264451280236244,-0.025877028703689575,1599,,
3,-0.009095923975110054,-0.009626885876059532,0.0005309618427418172,,-0.020143743604421616,-0.010516857728362083,1649,,
3,-0.0003177928156219423,-0.00045676715672016144,0.00013897434109821916,,0.013902798295021057,0.014359565451741219,1699,,
3,0.005320077296346426,0.005015421658754349,0.00030465563759207726,,0.03592602163553238,0.03091059997677803,1749,,
3,-0.00040463905315846205,-0.0005017295479774475,9.709048754302785e-05,,-0.016879811882972717,-0.01637808233499527,1799,,
3,-0.00285337190143764,-0.00337190181016922,0.0005185298505239189,,-0.043388597667217255,-0.040016695857048035,1849,,
3,,,,,-3.212286949157715,,1871,-3.2074875831604004,-0.0047990549355745316
,,,,8.8529281e-05,,,1872,,
4,-0.005535688251256943,-0.005707002244889736,0.00017131416825577617,,-0.007372064981609583,-0.001665062620304525,1899,,
4,0.003311281558126211,0.003152994904667139,0.00015828674077056348,,-0.0018274380126968026,-0.00498043280094862,1949,,
4,0.0018947190837934613,0.0017505381256341934,0.00014418098726309836,,0.016718797385692596,0.014968259260058403,1999,,
4,0.000648986897431314,0.0005049686878919601,0.00014401820953935385,,0.02194538712501526,0.0214404184371233,2049,,
4,0.0013432662235572934,0.0010030120611190796,0.0003402541624382138,,0.033541060984134674,0.032538048923015594,2099,,
4,-0.003966494929045439,-0.004336550831794739,0.0003700559900607914,,-0.027880320325493813,-0.023543769493699074,2149,,
4,-0.000179703623871319,-0.0002945270389318466,0.00011482341506052762,,0.017327256500720978,0.017621783539652824,2199,,
4,-0.0012540859170258045,-0.00138119887560606,0.00012711291492450982,,0.013275410048663616,0.014656608924269676,2249,,
4,0.002097783610224724,0.0020345880184322596,6.319570820778608e-05,,0.0051888274028897285,0.003154239384457469,2299,,
4,,,,,-3.6729214191436768,,2339,-3.692017078399658,0.01909615285694599
,,,,8.587340257e-05,,,2340,,
5,0.0032860664650797844,0.003206131048500538,7.993531471583992e-05,,0.010091912001371384,0.006885780952870846,2349,,
5,-0.0014713649870827794,-0.0015429570339620113,7.159206870710477e-05,,-0.007099596783518791,-0.00555663974955678,2399,,
5,0.0037088822573423386,0.003522723913192749,0.0001861582713900134,,-0.01649915799498558,-0.02002188190817833,2449,,
5,0.0008208270301111042,0.0007043592631816864,0.00011646776692941785,,-0.017615588381886482,-0.01831994764506817,2499,,
5,-0.0018694980535656214,-0.001983353868126869,0.00011385575635358691,,-0.014688270166516304,-0.012704916298389435,2549,,
5,0.001435583457350731,0.0013703545555472374,6.522892363136634e-05,,0.0074441079050302505,0.006073753349483013,2599,,
5,0.004615487530827522,0.004502532072365284,0.00011295557487756014,,-0.008962254039943218,-0.013464786112308502,2649,,
5,3.6994788388255984e-05,-7.581431418657303e-05,0.00011280910257482901,,-0.01279466412961483,-0.012718849815428257,2699,,
5,-0.005141650326550007,-0.005486814305186272,0.00034516406594775617,,-0.03316739946603775,-0.02768058516085148,2749,,
5,-0.0005484608118422329,-0.0007212888449430466,0.0001728280185488984,,-0.01915528066456318,-0.018433991819620132,2799,,
5,,,,,-4.107030868530273,,2807,-4.0974440574646,-0.009586470201611519
,,,,8.329720049289999e-05,,,2808,,
6,0.0017798144835978746,0.001657651737332344,0.0001221628044731915,,0.01627660170197487,0.014618949964642525,2849,,
6,0.002718656323850155,0.002511158585548401,0.000207497738301754,,0.0301472470164299,0.0276360884308815,2899,,
6,-0.005593004170805216,-0.006249643862247467,0.0006566395168192685,,-0.04128742218017578,-0.035037778317928314,2949,,
6,-0.003160194493830204,-0.0033736461773514748,0.0002134516107616946,,-0.014246528036892414,-0.01087288185954094,2999,,
6,-0.0007623839774169028,-0.0008683009073138237,0.00010591695172479376,,-0.01179249957203865,-0.010924198664724827,3049,,
6,-0.0013836289290338755,-0.0014665017370134592,8.287277887575328e-05,,-0.004392846021801233,-0.002926344284787774,3099,,
6,-0.0013137062778696418,-0.00164048932492733,0.0003267830179538578,,-0.020833857357501984,-0.019193368032574654,3149,,
6,2.768817648757249e-05,-0.00010097771883010864,0.00012866589531768113,,0.008798753842711449,0.008899731561541557,3199,,
6,-0.004796844907104969,-0.00504416786134243,0.00024732298334129155,,-0.0280624907463789,-0.02301832288503647,3249,,
6,,,,,-4.56971549987793,,3275,-4.5719428062438965,0.002226723125204444
,,,,8.079828447811299e-05,,,3276,,
7,-0.0009377900860272348,-0.0009956303983926773,5.784030145150609e-05,,0.005972057580947876,0.006967687979340553,3299,,
7,0.0006814765511080623,0.0006392584182322025,4.2218111047986895e-05,,-0.0004506742116063833,-0.0010899326298385859,3349,,
7,-0.005941601004451513,-0.006114088464528322,0.00017248763469979167,,-0.006535882595926523,-0.0004217942478135228,3399,,
7,0.003289747517555952,0.003080904483795166,0.00020884296100120991,,0.027470123022794724,0.024389218538999557,3449,,
7,-0.0009037802228704095,-0.0010213423520326614,0.00011756215099012479,,0.011328199878334999,0.01234954223036766,3499,,
7,0.0013071983121335506,0.001180392224341631,0.0001268060295842588,,-0.006518982816487551,-0.007699375040829182,3549,,
7,-0.00025640620151534677,-0.00047360360622406006,0.00021719741926062852,,-0.01627679541707039,-0.01580319181084633,3599,,
7,-0.0025246168952435255,-0.0026602260768413544,0.00013560916704591364,,0.017076674848794937,0.01973690092563629,3649,,
